CustomObject_Well_Name |= 우물
CustomObject_Buildable_CowShed_Desc |= 소를 더 행복하게 만듭니다. 기분 저하가 50% 감소합니다.
CustomObject_Buildable_ToolShed_Name |= 도구 창고
CustomObject_Buildable_ToolShed_Desc |= 창고와 같은 구조에 공구를 보관합니다.
CustomObject_Buildable_HonestBox_Name |= 정직함 상자
CustomObject_Buildable_HonestBox_Desc |= 원하지 않는 물건을 넣어두면 지나가는 사람이 물건을 살 수 있습니다. 아니면 안녕히 가세요.
CustomObject_Buildable_CompostHeap_Cow_Name |= 돼지 똥 퇴비
CustomObject_Buildable_CompostHeap_Cow_Desc |= 남은 돼지 똥을 보관하는 공간입니다. 무료 탈취제와 함께 제공됩니다.
CustomObject_Buildable_CompostHeap_Sheep_Name |= 양 똥 퇴비 저장소
CustomObject_Buildable_CompostHeap_Sheep_Desc |= 여분의 양 똥을 저장하는 시설입니다. 양동이를 사용하여 수집합니다. 향기로운.
CustomObject_Rock_Flat_A_Name |= 요정 모양의 바위
CustomObject_Rock_Flat_A_Desc |= 눈을 약간 찡그려야 할 수도 있습니다.
CustomObject_Rock_Flat_B_Name |= 평평한 바위 스택
CustomObject_Rock_Flat_B_Desc |= 열람할 수 있는 평평한 바위입니다.
CustomObject_Rock_Flat_C_Name |= 깔끔하게 쌓인 평평한 바위 더미
CustomObject_Rock_Flat_C_Desc |= 누군가가 시간과 노력을 들였나 봅니다.
CustomObject_Rock_Flat_D_Name |= 귀여운 바위 더미
CustomObject_Rock_Flat_D_Desc |= "바위가 어떻게 귀여울 수 있죠?"라니 무슨 뜻인가요?
CustomObject_Rock_Flat_E_Name |= 불행한 모양의 바위
CustomObject_Rock_Flat_E_Desc |= 죄송해요, 돼지 비료인 줄 알았어요.
CustomObject_Rock_Moss_B_Name |= 이끼 낀 바위
CustomObject_Rock_Moss_B_Desc |= 여기 꽤 오래 있었나 봐요.
CustomObject_Rock_Moss_C_Name |= 이끼 낀 돌 못
CustomObject_Rock_Moss_C_Desc |= 예전만큼 날카롭지 않습니다.
CustomObject_Rock_Moss_D_Name |= 부서진 이끼 못
CustomObject_Rock_Moss_D_Desc |= 약간 칙칙해 보입니다.
CustomObject_Rock_Moss_E_Name |= 내장된 이끼 바위
CustomObject_Rock_Moss_E_Desc |= 꽤 높은 곳에서 떨어졌나 봐요.
CustomObject_Rock_Moss_F_Name |= 반쯤 묻힌 바위
CustomObject_Rock_Moss_F_Desc |= 다시 파내도 소용없습니다.
CustomObject_Rock_Moss_G_Name |= 외로운 이끼 바위
CustomObject_Rock_Moss_G_Desc |= 친구를 좀 사귀면 어떨까요?
CustomObject_Rock_Moss_H_Name |= 작은 이끼 바위
CustomObject_Rock_Moss_H_Desc |= 조금 왼쪽으로... 다시 오른쪽으로...
CustomObject_Rock_Moss_I_Name |= 아기 이끼 바위
CustomObject_Rock_Moss_I_Desc |= 부모는 어디로 갔을까?
CustomObject_Rock_Moss_Decorated_A_Name |= 잘 차려입은 바위
CustomObject_Rock_Moss_Decorated_A_Desc |= 이끼로 장식된 바위, 왜 안될까?
CustomObject_Rock_Moss_Decorated_B_Name |= 잃어버린 바위
CustomObject_Rock_Moss_Decorated_B_Desc |= 여분의 천 조각? 바위 위에 덮어 예술품이라고 부르세요.
CustomObject_Stone_A_Name |= 일반 바위
CustomObject_Stone_A_Desc |= 그냥 평범한 돌입니다.
CustomObject_Stone_B_Name |= 둔한 돌
CustomObject_Stone_B_Desc |= 아무런 해를 끼치지 않습니다.
CustomObject_Stone_C_Name |= 길 잃은 조약돌
CustomObject_Stone_C_Desc |= 태어날 때부터 바닥에 누워 있었어요.
CustomObject_Stone_Pile_E_Name |= 석공의 더미
CustomObject_Stone_Pile_E_Desc |= 정말 큰 더미가 있어요. 돌무더기! 오늘 구입하세요!
CustomObject_Stone_Pile_F_Name |= 할인된 돌 더미
CustomObject_Stone_Pile_F_Desc |= 케언 이 가격이 믿어지세요?!
CustomObject_Stone_Pile_G_Name |= 흔하지 않은 바위 더미
CustomObject_Stone_Pile_G_Desc |= 이 바위는 고급스럽게 쌓여 있습니다.
CustomObject_Bushy_Bush_A_B_Name |= 뒤섞인 덤불
CustomObject_Bushy_Bush_A_B_Desc |= 키가 큰 덤불입니다.
CustomObject_Bushy_B_B_Name |= 숨어있는 덤불
CustomObject_Bushy_B_B_Desc |= 중간 수풀.
CustomObject_Bushy_Bush_C_B_Name |= 조심스러운 덤불
CustomObject_Bushy_Bush_C_B_Desc |= 작은 덤불.
CustomObject_Fir_Bush_A_B_Name |= 장엄한 전나무 덤불
CustomObject_Fir_Bush_A_B_Desc |= 내 정원에 이 소나무가 있어요.
CustomObject_Fir_Bush_B_B_Name |= 튼튼한 전나무 덤불
CustomObject_Fir_Bush_B_B_Desc |= 모피? 퍼비? 피비? 그 중 하나입니다.
CustomObject_Flower_Bush_A_B_Name |= 꽃이 가득한 덤불
CustomObject_Flower_Bush_A_B_Desc |= 꽃으로 말해요. 덤불에서.
CustomObject_Flower_Bush_B_B_Name |= 어두운 꽃이 만발한 덤불
CustomObject_Flower_Bush_B_B_Desc |= 게리는 이 덤불을 좋아해요.
CustomObject_Flower_Bush_C_B_Name |= 어두운 헤지 덤불
CustomObject_Flower_Bush_C_B_Desc |= 조지가 만들었습니다! 정말 사랑스러운 덤불이네요!
CustomObject_Leafy_Bush_A_B_Name |= 잎이 무성한 녹색 덤불
CustomObject_Leafy_Bush_A_B_Desc |= 좋군요.
CustomObject_Lafy_Bush_A_C_Name |= 짙은 잎이 많은 덤불
CustomObject_Leafy_Bush_A_C_Desc |= 예쁘다.
CustomObject_Lafy_Bush_B_B_Name |= 잎이 많은 덤불
CustomObject_Leafy_Bush_B_B_Desc |= 예쁘다.
CustomObject_Lafy_Bush_B_C_Name |= 어두운 잎이 많은 덤불
CustomObject_Leafy_Bush_B_C_Desc |= 멋지고 예쁘고 꽤 멋집니다.
CustomObject_Leafy_Bush_Pink_A_B_Name |= 베리 덤불
CustomObject_Leafy_Bush_Pink_A_B_Desc |= 멋지고, 예쁘고, 멋지고, 예쁘고, 예쁘고, 예뻐요.
CustomObject_Leafy_Bush_Pink_A_C_Name |= 즙이 가득한 베리 덤불
CustomObject_Leafy_Bush_Pink_A_C_Desc |= 뭐든지.
CustomObject_Leafy_Bush_Pink_B_B_Name |= 독이 있는 베리 덤불
CustomObject_Leafy_Bush_Pink_B_B_Desc |= 누가 처음 독이 있다는 것을 발견했나요?
CustomObject_Leafy_Bush_Pink_B_C_Name |= 반점 덤불
CustomObject_Leafy_Bush_Pink_B_C_Desc |= 아름다운 덤불, 결점 등 모든 것.
CustomObject_Bushy_Mound_B_Name |= 덤불 더미
CustomObject_Bushy_Mound_B_Desc |= 저렴하고 쾌활한.
CustomObject_Bushy_Mound_C_Name |= 덤불 클러스터
CustomObject_Bushy_Mound_C_Desc |= 저렴하고 약간 쾌활합니다.
CustomObject_Bushy_Mound_Small_A_Name |= 작은 덤불 언덕
CustomObject_Bushy_Mound_Small_A_Desc |= 작지만 울퉁불퉁한 언덕.
CustomObject_Bushy_Mound_Small_B_Name |= 작은 덤불형 파일
CustomObject_Bushy_Mound_Small_B_Desc |= 작지만 덤불입니다.
CustomObject_Bushy_Mound_Small_C_Name |= 작은 덤불 클러스터
CustomObject_Bushy_Mound_Small_C_Desc |= 작지만 덤불이 무성한 클러스터.
CustomObject_Large_Coloured_Bush_B_Name |= 가을 수풀
CustomObject_Large_Coloured_Bush_B_Desc |= 아름답고 우아함.
CustomObject_Large_Coloured_Bush_C_Name |= 따뜻한 덤불
CustomObject_Large_Coloured_Bush_C_Desc |= 풍부하고 따뜻하며 부드럽습니다. 하지만 제 얘기는 충분합니다. 풍부한 부분은 빼고요.
CustomObject_Large_Coloured_Bush_D_Name |= 멜랑콜리 덤불
CustomObject_Large_Coloured_Bush_D_Desc |= 쾌활한 계절.
CustomObject_Medium_Coloured_Bush_B_Name |= 편안한 덤불
CustomObject_Medium_Coloured_Bush_B_Desc |= 정원을 위한 편안한 색상.
CustomObject_Medium_Coloured_Bush_C_Name |= 사랑스러운 덤불
CustomObject_Medium_Coloured_Bush_C_Desc |= 이 사랑스러운 수풀로 자연과 하나가 되세요.
CustomObject_Medium_Coloured_Bush_D_Name |= 사려 깊은 덤불
CustomObject_Medium_Coloured_Bush_D_Desc |= 작은 새들의 안식처.
CustomObject_Small_Coloured_Bush_B_Name |= 테이퍼드 덤불
CustomObject_Small_Coloured_Bush_B_Desc |= 아주 작은 새들의 안식처입니다.
CustomObject_Small_Coloured_Bush_C_Name |= 풍성한 덤불
CustomObject_Small_Coloured_Bush_C_Desc |= 작은 색의 덤불에서 중간 크기의 덤불이 자랍니다.
CustomObject_Small_Coloured_Bush_D_Name |= 졸린 덤불
CustomObject_Small_Coloured_Bush_D_Desc |= 저렴한 가격은 품질에 대한 믿음입니다.
CustomObject_Bush_Fae_Decorated_A_Name |= 장식된 페이 덤불
CustomObject_Bush_Fae_Decorated_A_Desc |= 건초더미와 블루베리 슬러시가 싸운 것처럼 보입니다.
CustomObject_Bush_Fae_Decorated_B_Name |= 덮힌 페이 베일
CustomObject_Bush_Fae_Decorated_B_Desc |= 티 타월처럼 생긴 것으로 멋지게 덮여 있습니다.
CustomObject_Onion_B_Name |= 양파 B
CustomObject_Onion_B_Desc |= B는 바지를 나타내지 않습니다.
CustomObject_Poppy_Large_A_Name |= 탑 양귀비
CustomObject_Poppy_Large_A_Desc |= 트리피드보다 훨씬 안전합니다.
CustomObject_Poppy_Large_B_Name |= 큰 양귀비
CustomObject_Poppy_Large_B_Desc |= 정원에 붉은색으로 포인트를 줍니다.
CustomObject_Poppy_Bush_A_Name |= 쌍둥이 양귀비
CustomObject_Poppy_Bush_A_Desc |= 한 쌍의 거대한 양귀비.
CustomObject_Poppy_B_Name |= 양귀비 덤불
CustomObject_Poppy_Bush_B_Desc |= 선명한 빨간색의 군락입니다.
CustomObject_Poppy_Bush_C_Name |= 양귀비 배열
CustomObject_Poppy_Bush_C_Desc |= 정원을 환하게 밝혀주는 양귀비 덩어리입니다.
CustomObject_Poppy_Bush_D_Name |= 양귀비 클러스터
CustomObject_Poppy_Bush_D_Desc |= 녹지를 붉게 물들일 양귀비 덤불입니다.
CustomObject_Grass_Clump_A_Name |= 잔디 덩어리
CustomObject_Grass_Clump_A_Desc |= 잔디.
CustomObject_Grass_Clump_B_Name |= 덩어리진 잔디
CustomObject_Grass_Clump_B_Desc |= 잔디 2: 덩어리입니다.
CustomObject_Little_Plants_A_Name |= 작은 식물
CustomObject_Little_Plants_A_Desc |= 작은 식물.
CustomObject_Little_Plants_B_Name |= 보라색 도라지꽃
CustomObject_Little_Plants_B_Desc |= 모든 꽃의 끝.
CustomObject_Meadow_Grass_A_Name |= 초원 잔디
CustomObject_Meadow_Grass_A_Desc |= 초원 풀의 선물.
CustomObject_Meadow_Grass_B_Name |= 초원 잔디
CustomObject_Meadow_Grass_B_Desc |= 초원 풀로 말해요.
CustomObject_Meadow_Grass_C_Name |= 초원 잔디
CustomObject_Meadow_Grass_C_Desc |= 목가적인 아쉬움을 더하세요.
CustomObject_Buildable_ChickenCoop_Name |= 닭장
CustomObject_Buildable_ChickenCoop_Desc |= 행복한 닭을 위한 아름다운 집입니다.
CustomObject_Fountain_Name |= 요정 분수
CustomObject_Fountain_Desc |= 젊음이 없습니다. 지식도 없습니다. 미래를 보지 못합니다. 그저 아름답고 화려한 분수일 뿐입니다.
CustomObject_MailBox_Name |= 우편 상자
CustomObject_MailBox_Desc |= 어떻게 배달되나요?
CustomObject_OwlPerch_Name |= 필리프리스 퍼치
CustomObject_OwlPerch_Desc |= 애완용 페이 올빼미를 위한 아름답게 조각된 스탠드입니다.
CustomObject_Floor_Rivermoor_A_Name |= 리버무어 잔디
CustomObject_Floor_Rivermoor_A_Desc |= 황무지 잔디. 그 이상도 이하도 아닙니다.
CustomObject_Floor_Rivermoor_B_Name |= 무어 잔디
CustomObject_Floor_Rivermoor_B_Desc |= 무어 무늬를 추가합니다.
CustomObject_Floor_Rivermoor_C_Name |= 돌이 많은 잔디
CustomObject_Floor_Rivermoor_C_Desc |= 셰일과 풍성한 느낌을 줍니다.
CustomObject_Floor_Evergreen_Name |= 모스맨 카펫
CustomObject_Floor_Evergreen_Desc |= 에버그린의 푸른 잔디입니다.
CustomObject_Floor_Voide_Name |= 페이 그로이스
CustomObject_Floor_Voide_Desc |= 다른 세계에서 온 부드러운 풀입니다.
CustomObject_Floor_StonePath_A_Name |= 돌길
CustomObject_Floor_StonePath_A_Desc |= 돌이 많은 길입니다.
CustomObject_Floor_StonePath_B_Name |= 돌길
CustomObject_Floor_StonePath_B_Desc |= 길을 표시합니다.
CustomObject_Floor_Flowers_A_Name |= 꽃길
CustomObject_Floor_Flowers_A_Desc |= 대지를 물들일 꽃 패치입니다.
CustomObject_Floor_Flowers_B_Name |= 꽃 패치
CustomObject_Floor_Flowers_B_Desc |= 데이지, 데이지, 데이지, 최고가를 내주세요.
CustomObject_Floor_Flowers_C_Name |= 꽃 패치
CustomObject_Floor_Flowers_C_Desc |= 정원에 색을 더하는 저렴한 방법.
CustomObject_Floor_Flowers_D_Name |= 얼룩덜룩한 꽃
CustomObject_Floor_Flowers_D_Desc |= 꽃들 사이에서 공상하는 나는 괴물인가?
CustomObject_Floor_Flowers_E_Name |= 센티넬 꽃
CustomObject_Floor_Flowers_E_Desc |= 꽃, 꽃, 사방에 꽃, 한 방울도 냄새 맡을 틈이 없네.
CustomObject_Floor_Flowers_F_Name |= 섬세한 꽃
CustomObject_Floor_Flowers_F_Desc |= 꽃, 꽃잎이 좀 있습니다.
CustomObject_Floor_Flowers_G_Name |= 작은 꽃들
CustomObject_Floor_Flowers_G_Desc |= 여기 있다, 꽃봉오리야.
CustomObject_Floor_Rug_Stitched_B_Name |= 안락한 러그
CustomObject_Floor_Rug_Stitched_B_Desc |= 이 러그는 제대로 바느질했네요!
CustomObject_Floor_Rug_Stitched_C_Name |= 자세한 러그입니다.
CustomObject_Floor_Rug_Stitched_C_Desc |= 머리가 아닌 바닥을 위한 러그입니다.
CustomObject_Floor_Rug_Stripe_B_Name |= 디펜더블 러그
CustomObject_Floor_Rug_Stripe_B_Desc |= 줄무늬가 있는 고급 러그입니다.
CustomObject_Floor_Rug_Patterned_A_Name |= 거친 러그
CustomObject_Floor_Rug_Patterned_A_Desc |= 고급스러운 브러시.
CustomObject_Floor_Rug_Patterned_B_Name |= 유틸리티 러그
CustomObject_Floor_Rug_Patterned_B_Desc |= 한밤중에 마녀가 꽥꽥거리며 짠 러그입니다.
CustomObject_Floor_Rug_Patterned_C_Name |= 단단한 매트
CustomObject_Floor_Rug_Patterned_C_Desc |= 매우 피곤하고 과로한 마녀가 정오에 짠 매트입니다.
CustomObject_Floor_Rug_Patterned_D_Name |= 짠 풋와이퍼
CustomObject_Floor_Rug_Patterned_D_Desc |= 품질이 큰 직조기입니다.
CustomObject_Lime_Green_Grass_Name |= 라임 그린 잔디
CustomObject_Lime_Green_Grass_Desc |= 석회 같은 잔디가 눈에 들어옵니다. 죽음을 기다리며 여기 누워 있습니다.
CustomObject_Blue_Green_Grass_Name |= 파란색-녹색 잔디
CustomObject_Blue_Green_Grass_Desc |= 초록색과 파란색의 생생한 색조의 잔디입니다. 당신을 기다리며 여기 누워 있습니다.
CustomObject_Brown_Grass_Name |= 갈색 잔디
CustomObject_Brown_Grass_Desc |= 빗속의 갈색 잔디, 트라라라.
CustomObject_Leafy_Plant_A_A_Name |= 잎이 많은 줄기 식물
CustomObject_Lafy_Plant_A_A_Desc |= 잎이 많은 식물은 영혼에 좋습니다.
CustomObject_Lafy_Plant_B_A_Name |= 잎이 무성한 줄기
CustomObject_Lafy_Plant_B_A_Desc |= 잎이 많은 식물은 화장실 롤에 좋습니다.
CustomObject_Lafy_Plant_C_A_Name |= 잎이 많은 녹색 줄기
CustomObject_Lafy_Plant_C_A_Desc |= 잎이 많은 식물은 화장지 롤의 영혼에 좋습니다.
CustomObject_Tabletop_Plants_A_Name |= 탁상용 식물
CustomObject_Tabletop_Plants_A_Desc |= 식물을 테마로 한 다양한 탁상용 소품입니다.
CustomObject_Tabletop_Plants_B_Name |= 탁상용 식물 선택 항목
CustomObject_Tabletop_Plants_B_Desc |= 식물을 테마로 한 다양한 탁상용 장식물입니다.
CustomObject_Tabletop_Plants_C_Name |= 탁상용 식물 구색
CustomObject_Tabletop_Plants_C_Desc |= 식물을 테마로 한 다양한 탁상용 소품입니다.
CustomObject_Tabletop_Plants_D_Name |= 탁상용 식물 다양성
CustomObject_Tabletop_Plants_D_Desc |= 식물을 테마로 한 다양한 탁상용 장식입니다.
CustomObject_Tabletop_Plants_E_Name |= 탁상용 식물 뒤죽박죽
CustomObject_Tabletop_Plants_E_Desc |= 식물을 테마로 한 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Plants_F_Name |= 탁상용 식물 배열
CustomObject_Tabletop_Plants_F_Desc |= 식물을 테마로 한 다양한 탁상용 장식입니다.
CustomObject_Tabletop_Plants_G_Name |= 탁상용 식물 그룹
CustomObject_Tabletop_Plants_G_Desc |= 식물을 테마로 한 다양한 탁상용 장식물입니다.
CustomObject_Tabletop_Plants_H_Name |= 탁상용 식물 배열
CustomObject_Tabletop_Plants_H_Desc |= 식물을 테마로 한 다양한 탁상용 장식물입니다.
CustomObject_Tabletop_Plants_I_Name |= 탁상용 식물 어지럽힘
CustomObject_Tabletop_Plants_I_Desc |= 식물을 테마로 한 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Books_A_Name |= 탁상용 책 선택
CustomObject_Tabletop_Books_A_Desc |= 책을 테마로 한 다양한 탁상용 소품입니다.
CustomObject_Tabletop_Books_B_Name |= 탁상용 책 모음
CustomObject_Tabletop_Books_B_Desc |= 책을 테마로 한 다양한 탁상용 소품입니다.
CustomObject_Tabletop_Books_C_Name |= 탁상용 책 종류
CustomObject_Tabletop_Books_C_Desc |= 책을 테마로 한 다양한 탁상용 소품입니다.
CustomObject_Tabletop_Crate_A_Name |= 탁상용 상자 선택 항목
CustomObject_Tabletop_Crate_A_Desc |= 상자를 테마로 한 다양한 탁상용 장식물입니다.
CustomObject_Tabletop_Crate_B_Name |= 탁상용 상자 구색
CustomObject_Tabletop_Crate_B_Desc |= 상자를 테마로 한 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Crate_C_Name |= 탁상용 상자 다양성
CustomObject_Tabletop_Crate_C_Desc |= 상자를 테마로 한 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Crate_D_Name |= 탁상용 상자 뒤죽박죽
CustomObject_Tabletop_Crate_D_Desc |= 상자를 테마로 한 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Crate_E_Name |= 탁상용 상자 배열
CustomObject_Tabletop_Crate_E_Desc |= 상자를 테마로 한 다양한 탁상용 장식물입니다.
CustomObject_Tabletop_Crate_F_Name |= 탁상용 상자 그룹
CustomObject_Tabletop_Crate_F_Desc |= 상자를 테마로 한 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Jars_A_Name |= 탁상용 항아리 컬렉션
CustomObject_Tabletop_Jars_A_Desc |= 항아리 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Jars_B_Name |= 탁상용 항아리 모음
CustomObject_Tabletop_Jars_B_Desc |= 항아리 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Jars_C_Name |= 탁상용 항아리 다양성
CustomObject_Tabletop_Jars_C_Desc |= 항아리 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Jars_D_Name |= 탁상용 항아리 그룹
CustomObject_Tabletop_Jars_D_Desc |= 항아리 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Logs_A_Name |= 탁상용 로그 배열
CustomObject_Tabletop_Logs_A_Desc |= 통나무를 테마로 한 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Logs_B_Name |= 테이블탑 로그 선택 항목
CustomObject_Tabletop_Logs_B_Desc |= 로그 테마가 있는 다양한 테이블탑 장식입니다.
CustomObject_Tabletop_Logs_C_Name |= 테이블탑 로그 클러스터
CustomObject_Tabletop_Logs_C_Desc |= 로그 테마가 있는 다양한 테이블탑 클러스터입니다.
CustomObject_Tabletop_Logs_D_Name |= 테이블탑 로그 모음
CustomObject_Tabletop_Logs_D_Desc |= 로그를 테마로 한 다양한 테이블탑 장식입니다.
CustomObject_Tabletop_Logs_E_Name |= 탁상용 로그 더미
CustomObject_Tabletop_Logs_E_Desc |= 로그 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Misc_A_Name |= 탁상용 기타 선택 항목
CustomObject_Tabletop_Misc_A_Desc |= 다양한 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Misc_B_Name |= 테이블탑 잡동사니 모음
CustomObject_Tabletop_Misc_B_Desc |= 다양한 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Misc_C_Name |= 테이블탑 기타 그룹
CustomObject_Tabletop_Misc_C_Desc |= 다양한 테마의 다양한 탁상용 잡동사니 그룹입니다.
CustomObject_Tabletop_Misc_D_Name |= 테이블탑 잡동사니 버라이어티
CustomObject_Tabletop_Misc_D_Desc |= 다양한 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Misc_E_Name |= 테이블탑 기타 배열
CustomObject_Tabletop_Misc_E_Desc |= 다양한 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Misc_F_Name |= 탁상용 기타 배열
CustomObject_Tabletop_Misc_F_Desc |= 다양한 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Misc_G_Name |= 탁상용 기타 디스플레이
CustomObject_Tabletop_Misc_G_Desc |= 다양한 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Misc_H_Name |= 탁상용 기타 잡동사니 표시
CustomObject_Tabletop_Misc_H_Desc |= 다양한 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Misc_I_Name |= 테이블탑 잡동사니 뒤죽박죽
CustomObject_Tabletop_Misc_I_Desc |= 다양한 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Misc_J_Name |= 테이블탑 잡동사니 혼합물
CustomObject_Tabletop_Misc_J_Desc |= 다양한 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Misc_K_Name |= 테이블탑 기타 조합
CustomObject_Tabletop_Misc_K_Desc |= 다양한 테마의 다양한 탁상용 잡동사니 조합입니다.
CustomObject_Tabletop_Misc_L_Name |= 탁상용 기타 장식물
CustomObject_Tabletop_Misc_L_Desc |= 다양한 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Misc_M_Name |= 테이블탑 기타 번들
CustomObject_Tabletop_Misc_M_Desc |= 다양한 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Monster_A_Name |= 탁상용 몬스터 모음
CustomObject_Tabletop_Monster_A_Desc |= 몬스터 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Monster_B_Name |= 탁상용 몬스터 선택지
CustomObject_Tabletop_Monster_B_Desc |= 몬스터 테마의 다양한 탁상용 장식물입니다.
CustomObject_Tabletop_Monster_C_Name |= 탁상용 몬스터 클러스터
CustomObject_Tabletop_Monster_C_Desc |= 몬스터 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Monster_D_Name |= 탁상용 몬스터 버라이어티
CustomObject_Tabletop_Monster_D_Desc |= 몬스터 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Monster_E_Name |= 탁상용 몬스터 배열
CustomObject_Tabletop_Monster_E_Desc |= 몬스터 테마의 다양한 탁상용 장식물입니다.
CustomObject_Tabletop_Monster_F_Name |= 탁상용 몬스터 디스플레이
CustomObject_Tabletop_Monster_F_Desc |= 몬스터 테마의 다양한 탁상용 장식물입니다.
CustomObject_Tabletop_Monster_G_Name |= 탁상용 몬스터 번들
CustomObject_Tabletop_Monster_G_Desc |= 몬스터 테마의 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Plates_A_Name |= 탁상용 접시 모음
CustomObject_Tabletop_Plates_A_Desc |= 접시 테마의 다양한 탁상용 장식물입니다.
CustomObject_Tabletop_Plates_B_Name |= 탁상용 플레이트 디스플레이
CustomObject_Tabletop_Plates_B_Desc |= 접시를 테마로 한 다양한 탁상용 장식물입니다.
CustomObject_Tabletop_Plates_C_Name |= 탁상용 접시 배열
CustomObject_Tabletop_Plates_C_Desc |= 접시를 테마로 한 다양한 탁상용 소품입니다.
CustomObject_Tabletop_Plates_D_Name |= 탁상용 접시 배열
CustomObject_Tabletop_Plates_D_Desc |= 접시를 테마로 한 다양한 탁상용 장식입니다.
CustomObject_Tabletop_Plates_E_Name |= 탁상용 플레이트 조합
CustomObject_Tabletop_Plates_E_Desc |= 접시 테마의 다양한 탁상용 장식물입니다.
CustomObject_Tabletop_Plates_F_Name |= 다양한 탁상용 플레이트 조합
CustomObject_Tabletop_Plates_F_Desc |= 접시 테마의 다양한 테이블탑 장식입니다.
CustomObject_Tabletop_Plates_G_Name |= 탁상용 플레이트 쇼
CustomObject_Tabletop_Plates_G_Desc |= 접시를 테마로 한 다양한 탁상용 장식물입니다.
CustomObject_Tabletop_Statues_A_Name |= 탁상용 조각상 모음
CustomObject_Tabletop_Statues_A_Desc |= 동상을 테마로 한 다양한 탁상용 장식물입니다.
CustomObject_Tabletop_Statues_B_Name |= 탁상용 조각상 어레이
CustomObject_Tabletop_Statues_B_Desc |= 조각상이 있는 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Statues_C_Name |= 탁상용 조각상 선택
CustomObject_Tabletop_Statues_C_Desc |= 조각상이 있는 다양한 탁상용 장식물입니다.
CustomObject_Tabletop_Statues_D_Name |= 탁상용 조각상 디스플레이
CustomObject_Tabletop_Statues_D_Desc |= 조각상이 있는 다양한 탁상 장식물입니다.
CustomObject_Tabletop_Statues_E_Name |= 테이블탑 조각상 그룹
CustomObject_Tabletop_Statues_E_Desc |= 조각상이 있는 다양한 탁상용 잡동사니입니다.
CustomObject_Tabletop_Statues_F_Name |= 탁상용 조각상 배열
CustomObject_Tabletop_Statues_F_Desc |= 조각상이 있는 다양한 탁상 장식물입니다.
CustomObject_SignPost_Name |= 표지판
CustomObject_SignPost_Desc |= 시대의 표지판입니다. 여기에 나만의 메시지를 작성하세요.
CustomObject_Bracken_A_Name |= 기본 고사리
CustomObject_Bracken_A_Desc |= 고사리입니다.
CustomObject_Bracken_B_Name |= 크래킹 고사리
CustomObject_Bracken_B_Desc |= 고사리 깨기!
CustomObject_Bracken_C_Name |= 뿌리 고사리
CustomObject_Bracken_C_Desc |= 뿌리 뽑기.
CustomObject_Bracken_D_Name |= 매듭 고사리
CustomObject_Bracken_D_Desc |= 여행을 떠납니다.
CustomObject_Bracken_E_Name |= 얽히고설킨 고사리
CustomObject_Bracken_E_Desc |= 매우 성가신 고사리.
CustomObject_Bracken_F_Name |= 차단 고사리
CustomObject_Bracken_F_Desc |= 온통 고사리입니다.
CustomObject_Herbs_Horizontal_Name |= 허브 재배 상자
CustomObject_Herbs_Horizontal_Desc |= 허브를 키우는 상자입니다.
CustomObject_Floor_MudPatch_Name |= 진흙 패치
CustomObject_Floor_MudPatch_Desc |= 다음 패치에서 수정될 예정입니다.
CustomObject_Floor_Dirt_Name |= 진흙 바닥
CustomObject_Floor_Dirt_Desc |= 오, 바닥, 너무 더러워요!
CustomObject_Greenhouse_TirNaNog_Name |= 노그 온실
CustomObject_Greenhouse_TirNaNog_Desc |= 미묘한 유리온실을 원하세요? 페어리 너프. 별점도 하나 추가합니다.
